date,Stay,Bad Habits,Good 4 U,Rumors,Kiss Me More,Levitating,Industry Baby,Butter,Deja Vu,Montero (Call Me By Your Name),Save Your Tears,Fancy Like,Take My Breath,Peaches,Leave The Door Open,Essence,You Right,Happier Than Ever,Heartbreak Anniversary,Need To Know,Blinding Lights,Glad You Exist,Leave Before You Love Me,Every Chance I Get,Forever After All,Late At Night,Thot Shit,Rapstar,Traitor,Waves,Skate,Without You,Pepas,Heat Waves,Wockesha,Astronaut In The Ocean,Things A Man Oughta Know,Arcade,Lil Bit,Famous Friends,Beautiful Mistakes,Beggin',Country Again,Chasing After You,Volvi,Drinkin' Beer  Talkin' God  Amen ,We Didn't Have Much,If I Didn't Love You,Whole Lotta Money,Cold Beer Calling My Name,2055,Single Saturday Night,Motley Crew,Todo de Ti,A-O-K,Yonaguni,Wild Side,Love Again,Ain't Shit,Drunk (And I Don't Wanna Go Home),You,Memory,You Should Probably Leave,Don't Go Yet,Paralyzed,Permission To Dance,I Was On A Boat That Day,Woman,Tombstone,My Boy,Gyalis,Memory I Don't Mess With,Come Through,You Time,Get Into It (Yuh),Buy Dirt,Cold As You,Mind Of Melvin,Papercuts,Baddest,Cold Heart (PNAU Remix),SUVs (Black On Black),Straightenin,Blame It On You,AM,Hats Off,Knowing You,Over The Top,Brainwashed,my life,Thinking 'Bout You,WUSYANAME,Favorite Crime,Outside,Ball If I Want To,Next Girl,I Like Dat,Steal My Love,Repeat It,5500 Degrees,Telepatia,My Ex's Best Friend,NDA,EPMD 2,Lose,I Hope Ur Miserable Until Ur Dead,Not Sober,Happier,Twerkulator,Fiel,Rare,Best Friend,Mood,One Too Many,Getting Older,Billie Bossa Nova,Oxytocin,I Didn't Change My Number,Way Less Sad,Lost Cause,Halley's Comet,My Future,Build A Bitch,From The Garden,Working,Wants And Needs,Settling Down,Gone,Red Light Green Light,Better Believe,Lick Back,Ski,Brutal,Minimum Wage,Holy Smokes,Still Chose You,Drivers License,Tell The Vision,pov,Bout A Million,Woo Baby,Mr  Jones,More Time,Manslaughter,Demeanor,transparentsoul,Am I The Only One,30,"Jealousy, Jealousy",Calling My Phone,Breaking Up Was Easy In The 90's,The Jackie,Follow You,Volando,4 Da Gang,De Museo,Wasting Time,All I Know So Far,Miss The Rage,Track Star,Renegade,Cry No More,Made For You,Having Our Way,What's Next,Enough For You,Juggernaut,Tell Em,Lemonhead,Lumberjack,Almost Maybes,Hot Wind Blows,Corso,I Don't Do Drugs,Sir Baudelaire,Sweet / I Thought You Wanted To Dance,Massa,RunItUp,Manifesto,Wilshire,Rise,What You Know Bout Love,Time Today,Up,Beat Box,Nobody,No Return,No More Parties,Quicksand,Gang Gang,Pick Up Your Feelings,Avalanche,We're Good,pride is the devil,Still Runnin,How It Feels,Black Hearted,Painting Pictures,Modern Day,Toxic,Solar Power,Malibu,Type Shit,Clueless,Voice Of The Heroes,Heart Of A Giant,Party Lyfe,Go Part 1,Epidemic,Boom,2040,"1 Step Forward, 3 Steps Back",Bloody Canvas,Who I Want,Back In Blood,Still Hood,Okay,Man Of My Word,Medical,Rich Off Pain,Lying,Snowflakes,That's Facts,Your Power,Please,Up The Side,Hope Ur OK,If You Want To,Seeing Green,The Good Ones,Hell Of A View,On Me,Killer,amari,Maybach,Goosebumps,Solid,Hello,The Business,95 south,Drankin N Smokin,Hold On,Wasted On You,Botella Tras Botella,Sun Goes Down,interlude,applying pressure,Streets,100 mil',let go my hand,24 Hours,punchin' the clock,the climb back
2021-08-21,91,53,22,17,50,39,25,35,58,33,38,46,24,90,29,83,79,24,31,88,100,30,74,61,48,51,14,35,44,70,14,85,95,34,34,34,66,77,61,38,26,52,58,42,13,25,0,13,15,52,75,30,28,28,57,5,21,79,22,0,84,83,44,29,68,4,47,69,51,84,60,0,67,79,85,88,60,97,28,86,32,15,16,48,89,34,79,30,69,87,70,5,23,79,28,97,69,60,55,48,35,43,34,4,76,19,18,32,6,50,86,22,96,49,16,12,21,6,33,7,6,80,8,56,68,17,23,74,47,31,48,88,56,65,38,9,48,6,57,18,23,67,75,38,41,0,19,42,18,32,8,51,74,35,23,76,20,11,19,30,68,37,81,8,69,19,43,40,7,47,13,1,90,2,2,13,82,0,38,35,68,36,61,78,38,46,62,24,83,79,47,22,56,3,8,66,35,48,35,90,45,92,7,30,2,9,0,32,23,81,54,16,8,69,36,31,92,18,56,20,81,24,16,26,73,53,3,79,4,59,27,88,40,7,74,70,80,68,59,10,16,72,43,27,18,9,3,90,53,2,71,0,2
2021-08-22,92,48,23,20,40,36,25,39,54,31,30,45,22,88,26,78,85,24,29,86,60,43,82,64,67,48,11,26,42,79,14,86,98,38,40,34,87,73,67,55,32,46,39,67,13,25,88,9,14,38,73,21,31,26,52,5,25,77,19,55,82,82,60,16,78,3,58,70,100,81,57,100,78,79,72,80,52,40,8,70,66,15,11,28,95,40,80,24,63,87,39,4,25,80,8,100,57,100,81,64,35,22,25,1,87,0,18,33,14,59,93,20,97,61,19,10,21,0,19,6,15,82,9,73,66,16,57,80,39,25,45,95,54,58,38,10,44,8,58,5,21,50,69,38,41,0,11,43,28,39,0,65,73,36,18,79,15,8,14,31,70,38,75,3,94,22,44,47,5,45,0,5,90,6,2,0,74,0,37,29,69,50,62,78,49,48,62,9,66,80,31,15,64,3,17,65,24,34,30,92,39,76,15,33,1,5,0,11,23,77,59,33,0,71,44,26,90,49,52,0,78,30,34,27,73,48,3,80,3,45,11,83,41,7,67,66,74,71,57,8,17,73,27,32,14,10,7,88,50,1,74,3,1
2021-08-23,87,39,20,20,41,32,23,29,50,6,23,39,18,65,23,71,80,20,25,82,46,46,63,46,24,35,11,28,38,69,13,80,82,31,58,28,64,60,61,46,21,41,45,44,11,72,28,4,16,50,87,24,18,26,18,4,20,57,14,0,81,88,17,20,59,3,46,62,43,80,62,0,68,82,53,52,63,63,14,91,47,14,8,47,97,42,81,26,54,77,80,1,32,76,8,74,60,33,58,28,32,0,34,4,77,19,9,29,12,52,84,20,92,55,15,10,22,16,41,5,16,84,6,59,77,18,36,67,60,22,30,82,60,66,34,6,72,6,53,18,24,41,75,36,40,0,12,49,9,30,0,58,77,26,11,67,13,8,12,36,60,32,82,9,59,19,41,38,9,35,12,3,96,4,0,0,82,4,46,44,65,29,34,76,43,42,63,29,51,74,23,17,72,1,8,69,20,27,37,79,39,70,7,22,3,0,0,10,24,74,71,0,0,81,30,24,83,23,97,32,87,31,16,29,82,69,2,80,4,49,5,72,34,5,66,64,88,76,78,8,16,73,41,16,12,7,3,72,48,3,47,0,4
2021-08-24,99,47,21,24,41,36,23,31,50,27,27,77,23,85,23,76,100,26,22,94,55,57,64,77,39,43,13,30,49,75,13,100,88,54,39,24,66,65,59,44,32,42,55,62,14,34,0,24,24,51,81,21,10,26,34,5,20,65,16,73,100,100,19,9,92,2,76,69,48,93,76,44,92,100,75,67,100,44,15,80,44,100,18,44,96,30,90,24,73,86,52,6,41,95,21,83,79,38,98,24,38,29,33,2,91,13,17,35,19,62,92,20,94,62,23,12,29,0,32,9,17,85,9,73,85,19,50,80,63,25,48,97,67,88,43,4,100,5,58,12,23,60,81,46,56,31,14,49,38,32,45,57,86,37,24,71,17,6,14,32,63,45,76,11,97,27,48,47,7,44,0,0,93,0,0,18,93,0,51,62,75,33,35,85,43,43,100,24,65,80,57,18,75,2,12,83,18,19,46,93,41,81,23,28,6,6,0,5,28,77,72,0,8,88,43,35,97,49,100,36,99,37,23,29,85,73,3,100,5,50,51,79,41,6,64,67,93,69,73,6,22,88,14,26,8,7,4,89,43,4,47,0,6
2021-08-25,86,43,35,18,37,31,25,31,51,9,26,65,19,84,24,71,82,21,28,86,47,54,65,38,43,37,11,23,45,72,12,80,67,49,50,28,65,57,41,48,30,39,50,83,14,22,78,12,16,47,77,32,16,26,40,5,19,56,18,0,82,94,25,29,67,3,47,63,38,76,70,0,68,84,58,71,89,35,17,54,29,13,14,34,92,29,91,25,46,83,58,6,32,78,22,57,50,41,76,40,34,0,38,4,85,44,15,30,12,55,79,19,89,43,18,8,24,0,17,9,6,73,8,78,79,23,25,69,61,23,75,80,59,76,28,0,69,3,51,0,22,41,79,37,46,0,10,50,17,41,0,47,81,33,5,75,17,11,12,29,59,23,81,7,70,27,39,38,2,41,0,4,86,3,2,24,92,0,47,59,73,54,58,79,36,39,75,36,66,73,16,18,63,3,38,54,18,20,42,81,36,65,15,21,5,0,0,10,30,72,74,14,3,84,31,51,86,49,95,18,89,33,0,25,89,58,3,91,3,43,0,74,32,6,68,65,91,73,87,7,29,75,45,16,14,7,5,75,49,3,46,0,3
2021-08-26,89,42,34,19,47,37,22,31,51,30,26,60,20,88,23,70,89,20,34,81,49,55,76,38,33,43,10,32,45,70,12,79,76,58,48,28,55,59,40,53,39,40,51,66,14,0,26,16,16,41,100,5,18,27,46,4,19,61,20,0,82,89,31,19,73,3,43,64,36,79,88,30,77,86,74,64,85,41,8,65,15,13,24,25,93,31,78,24,46,85,60,2,29,77,24,50,47,41,85,70,38,20,33,3,77,0,25,29,7,63,81,20,95,50,19,10,25,0,30,7,17,88,8,64,78,22,29,70,59,32,56,79,53,74,26,11,66,6,53,17,18,53,80,30,45,61,15,50,17,39,15,51,76,38,0,71,13,10,10,31,63,27,88,3,53,27,36,52,7,35,24,1,87,1,2,0,88,4,45,51,64,38,40,78,47,39,66,8,67,82,43,18,72,1,0,94,2,39,41,76,29,61,7,23,2,16,0,16,27,75,85,0,5,78,47,29,89,54,91,12,87,30,15,25,90,60,2,86,2,24,15,70,32,5,64,59,94,76,90,4,0,77,21,25,11,9,7,68,54,3,48,0,3
2021-08-27,89,51,27,18,41,34,26,38,47,21,29,74,22,74,21,73,82,22,29,84,62,38,65,33,31,35,11,20,44,71,13,79,76,59,41,26,72,63,54,51,24,43,49,52,10,23,26,24,19,75,90,23,17,28,29,4,22,71,16,0,81,85,35,25,63,3,55,63,38,79,69,0,79,80,64,60,88,42,18,73,59,27,10,54,89,39,99,27,41,82,81,3,26,75,45,55,59,27,79,70,42,20,27,2,74,9,20,31,13,55,78,20,97,52,12,8,23,0,30,5,11,80,9,61,72,21,42,72,47,26,36,75,50,68,30,6,65,9,53,0,23,48,75,37,46,0,16,51,17,38,30,38,80,29,11,71,19,8,10,23,57,30,78,12,69,24,37,34,4,37,0,8,92,3,2,0,83,4,49,49,72,22,40,79,31,40,62,16,48,75,16,14,78,2,8,91,12,39,38,79,29,71,4,26,2,8,0,16,33,68,66,0,3,80,25,6,86,60,82,24,88,37,15,27,86,64,3,87,3,59,30,71,32,6,65,54,85,74,75,11,15,84,42,23,15,10,6,89,45,3,49,3,3
2021-08-28,92,47,27,19,47,38,29,40,55,24,33,100,21,83,28,77,80,22,36,86,67,43,82,40,35,51,12,32,42,75,17,86,92,92,64,29,61,76,71,52,33,50,32,43,12,0,58,4,16,61,69,46,19,30,39,4,24,78,20,0,84,87,32,28,69,3,79,71,43,80,90,66,76,83,84,86,59,53,13,87,66,60,24,33,90,40,88,27,58,87,79,6,32,80,33,54,28,23,75,64,30,44,26,5,74,40,21,34,15,56,88,21,99,49,16,11,22,17,33,5,6,72,9,72,70,20,33,77,66,20,40,87,57,62,38,13,46,0,56,9,22,63,79,31,34,0,19,48,38,53,25,55,86,36,41,77,17,14,12,19,67,38,98,8,84,19,49,54,4,42,13,3,98,3,2,0,84,0,40,43,86,37,65,79,57,47,68,18,74,85,18,16,64,4,9,75,17,35,39,89,24,87,7,38,3,4,6,22,21,77,54,0,3,78,35,39,94,30,60,20,79,26,0,26,77,59,3,78,3,64,16,83,38,8,72,65,85,70,68,8,0,69,47,24,15,9,4,88,39,3,56,3,3
2021-08-29,94,47,22,19,39,38,24,40,57,23,27,95,20,86,25,73,77,23,25,79,69,12,80,39,39,34,10,26,42,72,16,79,98,100,39,24,42,72,65,37,24,40,31,83,13,0,57,13,16,74,78,5,25,26,38,4,21,66,16,0,82,85,51,27,88,3,55,68,49,84,100,32,65,82,91,100,58,26,8,92,48,0,13,21,91,45,77,25,42,86,83,7,26,81,49,53,45,74,71,35,31,21,24,4,77,19,16,32,7,55,92,22,100,51,16,8,23,6,14,5,12,73,10,52,65,16,14,75,54,18,30,89,59,64,24,0,46,87,58,5,17,56,74,50,38,0,16,61,46,36,16,56,82,27,34,75,16,9,11,31,63,33,70,6,84,23,49,45,9,45,13,1,92,2,0,27,74,0,46,35,87,54,68,75,38,45,59,28,69,84,41,16,49,3,17,83,15,51,49,89,27,78,10,31,4,9,0,18,24,75,50,0,0,69,29,19,83,47,55,26,94,34,49,30,74,58,3,77,4,54,16,87,37,10,68,71,85,72,60,9,16,81,36,28,14,9,5,88,50,3,56,0,1
2021-08-30,90,40,23,20,35,34,24,32,53,21,23,72,16,64,21,68,78,20,25,77,48,22,60,43,15,40,10,35,42,70,13,77,78,89,28,28,54,59,55,36,19,36,32,69,9,22,26,12,12,13,71,32,16,25,45,3,17,61,18,0,78,86,15,12,80,3,43,64,33,78,64,0,66,81,67,82,57,18,14,67,43,26,14,29,91,46,82,26,49,80,69,2,31,76,20,50,50,61,49,80,32,0,25,3,83,0,12,29,4,65,80,19,90,53,15,7,24,5,25,6,7,85,9,74,73,25,25,67,52,28,39,81,52,63,28,3,68,65,56,0,7,60,78,31,43,40,15,100,25,44,7,38,79,29,10,65,17,7,11,26,60,26,75,4,80,24,35,42,5,40,12,3,96,0,3,0,83,3,55,44,84,16,61,76,40,38,67,20,67,74,32,15,52,3,0,57,12,28,43,75,27,67,7,25,3,4,0,3,28,73,76,0,0,59,28,28,87,21,91,24,92,40,30,26,83,63,3,81,2,52,10,74,32,9,70,56,88,78,83,7,15,71,45,17,12,8,5,71,45,2,46,0,2
2021-08-31,91,37,18,24,35,31,21,31,48,15,25,66,18,57,21,69,83,22,22,84,47,33,56,21,36,38,9,29,40,74,12,82,79,98,31,23,55,58,48,40,40,36,39,70,15,46,26,8,16,48,88,28,22,21,29,2,17,61,21,49,82,89,25,27,74,3,36,60,65,73,99,30,79,87,66,93,79,66,9,72,44,27,14,35,91,34,88,22,35,80,82,4,21,74,23,43,51,45,96,44,33,20,26,6,78,0,16,30,11,59,80,20,96,65,14,7,25,16,30,5,13,77,8,69,77,26,13,68,64,28,48,78,50,72,22,9,67,41,53,8,11,47,86,38,36,0,14,65,25,41,23,39,76,30,5,68,21,10,9,29,53,34,90,19,79,22,41,43,5,38,36,6,96,1,5,0,89,4,58,46,73,28,37,77,46,39,58,22,51,71,44,14,75,2,39,92,8,24,44,78,24,65,7,21,5,16,0,10,29,77,77,15,3,70,34,29,86,66,97,18,93,37,0,27,84,61,3,94,2,39,5,67,31,8,68,53,92,82,91,4,15,79,46,11,10,7,3,83,55,3,44,3,4
